
Test #,Description,Device #1,Device #2,Device #3,Device #4,Device #5,Device #6,Device #7,Device #8,Device #9,Device #10,Device #11,Device #12,Device #13,Device #14,Device #15,Device #16,Device #17,Device #18,Device #19,Device #20,Device #21,Device #22,Device #23,Device #24,Device #25,Device #26,Device #27,Device #28,Device #29,Device #30,Device #31,Units
	310.1,"VEN(FALLING) THRESHOLD",1.077962,1.077647,1.077284,1.07736,1.077522,1.077389,1.077475,1.077122,1.077284,1.077322,1.077351,1.077122,1.077017,1.076893,1.077208,1.077084,1.07736,1.07736,1.077284,1.076777,1.076883,1.076893,1.077122,1.07736,1.076979,1.076883,1.077284,1.076893,1.077084,1.077055,1.077017,V
	310.2,"HYSTERESIS",0.1331396,0.1330738,0.1335793,0.1336651,0.1330366,0.1331034,0.1330175,0.1333704,0.133275,0.1331701,0.1330166,0.1335135,0.1334848,0.1337137,0.1332941,0.1335421,0.133275,0.1331415,0.1329689,0.1339436,0.1336374,0.1338663,0.1332455,0.132988,0.1338081,0.1336088,0.1333418,0.1337137,0.133255,0.1334372,0.1334753,V
	320.0,"RONH @OUT=-100MA",4.990925,5.055145,5.081092,5.096266,5.107334,5.113246,5.117638,5.122986,5.126892,5.130235,5.133003,5.135963,5.139106,5.141302,5.142925,5.145313,5.146363,5.148083,5.149696,5.15046,5.140538,5.147032,5.15132,5.15428,5.15428,5.15619,5.157432,5.161633,5.161251,5.161251,5.161633,OHM
	320.1,"RONL @OUT=100MA",0.377351,0.3826708,0.3830767,0.3841966,0.3855336,0.3851755,0.3857247,0.3867036,0.3865842,0.3879906,0.3876563,0.3874653,0.3887045,0.3878235,0.3877279,0.3884203,0.3867036,0.3878235,0.3885852,0.3889911,0.3878235,0.38811,0.3891582,0.3891582,0.3884203,0.3894686,0.3878235,0.3887762,0.3891343,0.3885852,0.3901132,OHM
	320.2,"RONL @VIN=0V",8.67522,8.640583,8.620634,8.614428,8.610235,8.605652,8.602986,8.601936,8.598498,8.599262,8.596016,8.592778,8.592396,8.590199,8.589723,8.588195,8.587049,8.587335,8.587144,8.585616,8.591537,8.585616,8.585521,8.583993,8.581606,8.582084,8.579514,8.577509,8.580564,8.577986,8.581223,OHM
	340.0,"IPU @VIN=8V",5.650651,5.655226,5.660954,5.670113,6.628853,6.631908,6.611482,6.581334,5.647977,5.64559,5.656466,6.628184,6.623696,6.60156,6.592306,6.572357,6.549935,6.574841,6.564823,6.57017,6.575604,6.580952,6.566446,6.58162,6.59011,6.597272,6.611482,6.616638,6.54049,5.622117,5.607611,A
	340.1,"IPD @VIN=8V",8.399198,8.370281,8.354257,8.345854,8.345854,8.338892,8.335931,8.335073,8.336696,8.338892,8.332494,8.334022,8.328301,8.334403,8.329829,8.32219,8.331635,8.325532,8.321425,8.330584,8.328397,8.327919,8.32219,8.325341,8.329829,8.324482,8.314464,8.317616,8.314178,8.314464,8.315705,A
	360.0,"VRBLANK @VIN=5V",1.279032,1.281026,1.281398,1.282848,1.281942,1.282,1.281627,1.282056,1.281952,1.281703,1.282429,1.282696,1.282686,1.283802,1.283192,1.282399,1.282925,1.282409,1.28302,1.282247,1.282247,1.282925,1.283154,1.282782,1.282782,1.282429,1.281818,1.28217,1.282553,1.282696,1.282562,V
	370.0,"IRBLANK @RBALNK=0V",-239.5452,-238.8382,-237.5381,-238.1414,-236.2569,-237.161,-237.161,-237.095,-236.7471,-236.7943,-236.7189,-236.7189,-237.2364,-236.4454,-236.8697,-236.4077,-236.3795,-236.4926,-236.5963,-235.7299,-236.4926,-237.3213,-236.3795,-236.1155,-237.0102,-235.7299,-236.3323,-236.8697,-236.1438,-236.1909,-236.4926,uA
	380.0,"RON @BLANK=100MA",21.77376,21.98044,22.07584,22.12871,22.16286,22.18765,22.2117,22.23079,22.24548,22.25789,22.27525,22.28346,22.2972,22.30043,22.31265,22.31876,22.31895,22.32944,22.33707,22.33765,22.3071,22.33231,22.34451,22.35063,22.36285,22.36151,22.3676,22.38574,22.37831,22.38268,22.38593,OHMS
	430.0,"OUT TPLH",35.99765,36.39095,36.38865,36.77966,36.77354,36.7682,36.76972,36.77966,36.77966,36.77966,36.77966,36.7682,36.77966,36.77431,36.77966,36.77966,36.77354,36.77966,36.77966,36.76972,36.76744,36.77966,36.77966,36.7766,36.77966,36.7766,36.77966,36.77966,36.77966,36.77966,36.77966,nS
	430.1,"OUT TPHL",29.35588,29.72243,29.72931,29.72931,29.72243,29.72778,29.72854,29.72931,29.71784,29.72243,29.72243,29.72778,29.72243,29.72626,29.72243,29.72931,29.72243,29.72778,29.72243,29.72243,29.72778,29.72243,29.72854,29.72931,29.72778,29.72931,29.72243,29.72931,29.72778,29.72931,29.72243,nS
	440.0,"OUT RISE-TIME",23.12161,23.43091,23.42327,23.41876,23.42258,23.4157,23.41799,23.42488,23.39882,23.40042,23.19949,23.42786,23.25842,23.12551,23.34012,23.41799,23.42182,23.09486,23.01468,23.14461,23.40577,23.21331,23.61579,23.0208,23.39124,23.14377,23.06207,23.42105,23.08576,23.40577,23.41647,nS
	440.1,"OUT FALL-TIME",19.5365,19.53115,19.56174,19.93898,19.74354,19.5388,19.74049,19.53887,19.94279,19.53727,19.52046,19.85345,19.53192,19.71604,19.53192,19.5411,19.83205,19.53575,19.53116,19.53192,19.65795,19.53956,19.53803,19.53192,19.53651,19.52581,19.52359,19.47162,19.47621,19.32808,19.532,nS
